Index,Barcode,Name,Price,Stock,Transactions,Capacity,Percent,Status
13,6907704000463,Floor Cleaner 1L,367.06,938,-41,960,97.71,0
13,8904507057722,Broom,150.52,665,-28,758,87.73,1
13,8902580284820,Carrom Board,460.59,655,-42,808,81.06,1
13,3001379988347,Oyster Sauce 150ml,52.36,584,-6,984,59.35,1
13,3005297477754,Feminine Hygiene Wipes 20pcs,471.99,125,25,421,29.69,0
14,8906915235006,Almond Milk 1L,28.39,235,-39,669,35.13,1
14,5002038788283,Hair Serum 50ml,262.12,136,14,452,30.09,1
14,8705721325686,Menstrual Cup Size M,510.15,131,2,691,18.96,1
14,5604153860426,Baby Lotion 200ml,221.03,512,-18,526,97.34,0
15,8707547925408,Coconut Flour 250g,157.47,724,46,869,83.31,0
16,8908388314608,Bathroom Cleaner 500ml,218.04,423,28,750,56.40,1
16,8003996194885,Laptop Stand,1268.89,215,50,266,80.83,1
16,4001546248327,Loaf Pan 23cm,988.07,607,-14,855,70.99,1
16,5607877715737,Bao Steamer 28cm,179.21,184,10,222,82.88,1
17,8901491076586,Anti-Dandruff Shampoo 180ml,448.26,337,-32,442,76.24,1
17,4005963441347,Razor 2-pack,58.84,325,-13,370,87.84,0
17,3008159235325,Lip Gloss 5ml,170.86,451,-11,697,64.71,1
17,5609693563257,Chlorine Bleach 1L,578.39,355,32,435,81.61,0
17,8902417577101,Anti-Glare Screen Filter,261.23,116,25,455,25.49,0
17,4008282172510,Grill Pan 28cm,911.47,154,-20,536,28.73,0
17,6906474514149,Ashwagandha 500mg 60caps,176.27,354,-17,935,37.86,1
18,8005727600566,Protractor,76.61,187,0,495,37.78,1
18,8901429955570,Table Tennis Paddle,377.07,429,27,824,52.06,1
18,8005339524649,Tank Top Dry-Fit M,550.48,292,-19,394,74.11,1
19,8003981446296,Powerbank 10000mAh,1033.81,964,-24,968,99.59,0
19,6904111805896,Garlic Odourless 60caps,187.36,290,-44,974,29.77,1
19,4007403645582,Sketchbook A4 100sheets,746.49,379,-29,595,63.70,0
20,6902822578122,Dishwasher Pods 30pcs,444.36,162,-47,356,45.51,1
20,5609114723376,Lint Roller 60sheets,477.84,160,-48,437,36.61,1
20,3008666317286,UPS 600VA,473.58,226,16,336,67.26,1
20,8903468551089,Dutch Oven 4L,778.29,577,3,852,67.72,0
20,5601893141242,Bomber Jacket M,1870.21,323,-44,415,77.83,0
21,4003205175883,Gel Pen Black,391.59,395,-24,756,52.25,1
21,5004533475934,Complan 200g,534.70,214,-23,333,64.26,0
21,8007869030690,Diffuser Humidifier 300ml,544.38,333,29,412,80.83,0
21,6908388803043,Sketch Pencil Set 12pcs,73.72,125,-5,821,15.23,0
21,6904991930374,V-Neck Sweater M,175.44,384,33,756,50.79,1
21,5605151026593,Swimming Trunks M,294.04,531,-40,857,61.96,1
22,8004732218148,Mace Powder 20g,468.03,175,22,805,21.74,0
22,5605661973967,Shoe Cleaner Foam 150ml,471.74,258,17,623,41.41,1
22,8907145446484,Laundry Mesh Bag Large,762.96,523,3,873,59.91,0
23,8901629545137,Almonds 100g,556.65,163,-47,553,29.48,1
23,6903582307038,Document Sleeve 10pcs,478.64,242,17,507,47.73,0
23,5007767283177,Wired Keyboard,335.98,100,15,227,44.05,0
23,5601068987729,True Wireless Earbuds,675.35,362,21,471,76.86,1
24,8703201982282,Dried Blueberry 100g,694.51,224,-47,433,51.73,1
24,8003032411266,Smart Strip 4-socket,192.02,251,10,425,59.06,0
24,8004620296746,Denim Jacket M,1786.60,149,21,223,66.82,1
24,6901750340832,Kolhapuri Chappal Size 8,337.57,403,-11,494,81.58,0
25,5009018570678,Handwash 250ml,477.67,554,-25,809,68.48,1
25,5608064439498,Sheet Mask Brightening,149.19,627,-11,676,92.75,0
25,3002600519170,Medicine Ball 3kg,417.61,849,-20,894,94.97,0
26,8909311268623,Rice Crackers 100g,73.75,198,15,871,22.73,0
26,8909404316323,Lightning Cable 1m,90.09,441,2,461,95.66,1
26,8903161866893,Paracetamol 500mg 10tabs,92.67,545,-4,691,78.87,0
26,4005539964836,Garam Masala 50g,238.15,501,1,519,96.53,0
26,5003490557158,Easel Tabletop Wooden,4070.87,103,13,330,31.21,0
26,8908890994572,Snorkel Set,386.67,131,31,208,62.98,0
27,8004380247453,Joint Pain Cream 30g,366.50,193,-25,268,72.01,0
27,8005132824915,Triphala Powder 100g,627.32,396,39,571,69.35,1
27,3009798749549,Barfi Assorted 250g,165.70,397,-42,425,93.41,1
27,8005940818342,Orange Marmalade 200g,770.56,330,35,557,59.25,0
27,5005081410507,Head Torch LED,88.73,362,-35,685,52.85,0
29,8903864274384,Cinnamon Sticks 50g,477.20,378,34,754,50.13,1
29,8006243333815,Avocado Slicer,317.79,299,24,335,89.25,0
30,8008366233638,Sugar 1kg,228.63,284,-22,293,96.93,1
30,6903194966821,Fig 100g,231.75,329,4,507,64.89,0
31,8001272041564,Track Pants M,357.56,206,40,400,51.50,1
31,6905959492804,Brass Serving Bowl,449.63,233,-27,841,27.71,0
31,6901138827887,Medicated Shampoo 100ml,404.39,431,-21,690,62.46,0
32,4009764705295,Mathri 200g,180.72,221,-20,500,44.20,1
32,5009870817768,Nasal Drops 10ml,100.97,205,49,766,26.76,0
32,6906723148286,Badminton Racket,142.05,135,41,668,20.21,0
32,8902929479115,Mechanical Keyboard TKL,80.93,179,-15,292,61.30,1
32,8702222929320,Herb Scissors 5-blade,277.80,237,-43,503,47.12,1
33,6903926670187,Peri Peri Sauce 200g,299.18,207,22,467,44.33,0
33,4002598804097,Hibiscus Tea 20bags,421.05,295,44,389,75.84,0
33,4008192780737,Laptop Cooler Pad,12835.05,170,3,552,30.80,1
34,5006446807987,Kitchen Scale 5kg,53.89,111,-11,350,31.71,1
34,6905140900583,Vicks Inhaler 0.5ml,303.37,632,48,867,72.90,1
34,8009686947588,Report Cover Clear A4,169.52,265,49,329,80.55,0
35,6908568598257,Protein Shake 250ml,245.66,622,18,887,70.12,1
35,4003069402842,Foam Roller,327.10,698,-3,777,89.83,0
35,5003328269505,Soy Sauce 200ml,160.83,167,-42,267,62.55,0
35,5602989048704,Highlighter Powder 8g,413.12,134,-17,278,48.20,1
35,5603767148371,Biotin 5000mcg 30tabs,611.17,389,-50,417,93.29,0
36,5005942445334,Bluetooth Earbuds,220.95,361,-42,538,67.10,0
36,6908434735373,Cotton T-Shirt M,476.67,510,35,586,87.03,1
37,5004305280872,Dish Soap 500ml,287.32,228,-27,305,74.75,0
37,5003098022270,Grater 4-side,383.32,431,15,858,50.23,0
37,8002524629554,Horlicks 500g,260.13,714,6,756,94.44,0
37,8903533903805,Selenium 200mcg 30tabs,536.33,450,-23,536,83.96,0
38,8001772844030,Semolina 500g,591.39,236,-9,662,35.65,1
38,8901508679540,Melamine Plate Set 6pcs,335.77,300,-26,733,40.93,0
38,6904398274958,Muscle Rub 50g,405.15,662,-50,883,74.97,1
38,5007267428849,Denim Jeans 32W,1304.38,549,6,640,85.78,0
38,3007760058279,Rasgulla Tin 500g,729.62,285,34,489,58.28,1
39,6909194030111,Gym Bag 30L,160.81,482,22,882,54.65,1
39,6908482956911,FM Radio Portable,143.62,158,35,452,34.96,0
39,6908344408398,Wrap Dress M,1182.79,289,-47,703,41.11,0
40,8903979987070,Walnuts 100g,67.52,185,19,235,78.72,1
40,5006571621991,Mouse Pad,143.99,165,-9,952,17.33,1
40,8901858708914,Sports Bra M,530.45,148,-21,204,72.55,0
40,5009170104117,Ragi Flour 500g,67.94,702,-28,734,95.64,1
40,3004991528427,Mixed Pickle 400g,299.48,151,44,344,43.90,0
40,8708754497443,Schezwan Sauce 200g,84.45,130,33,218,59.63,0
40,8008599814352,Macarons Assorted 6pcs,331.66,276,15,422,65.40,1
40,8708923558920,Onion Hair Oil 100ml,158.14,540,23,816,66.18,0
40,8008933976326,Kajal Pencil,46.64,454,15,940,48.30,0
40,5005567477895,Decorating Turntable,477.87,763,-12,851,89.66,1
41,8903668118334,Rock Salt 1kg,207.94,276,36,615,44.88,1
41,6902116605695,Soap Bar 100g,175.47,170,-33,534,31.84,0
41,5002031213546,5-HTP 100mg 30caps,110.50,262,10,859,30.50,0
42,8703696115769,Jowar Flour 500g,258.40,142,-45,800,17.75,1
42,6908782181884,Kheer Mix 100g,254.05,119,-1,291,40.89,0
42,3001713584082,Wheatgrass Juice 500ml,185.00,317,-37,501,63.27,1
42,4002714414544,Hazelnut Chocolate 100g,52.45,493,-48,789,62.48,0
42,8003421017932,Lipstick Matte,433.78,251,-17,452,55.53,0
42,3008483068088,Baking Soda 500g,67.41,493,-31,934,52.78,1
43,4001883501345,Kitchen Cleaner 500ml,368.30,118,-46,260,45.38,1
43,4007744087591,Protein Powder 500g,331.75,307,-47,468,65.60,1
43,6909040844503,Espresso Powder 100g,660.04,117,41,231,50.65,0
43,4007702666615,Bourbon Biscuits 200g,68.78,158,-49,638,24.76,0
44,8705775909610,Ashwagandha Powder 100g,387.74,191,-30,201,95.02,1
44,6908000255090,Kachha Aam Candy 50g,221.99,267,-39,447,59.73,0
44,6903703101934,Memory Card Reader,261.65,204,44,430,47.44,1
45,8908412468710,Instant Coffee 100g,44.54,180,-17,310,58.06,0
45,8008430421466,Kids T-Shirt 6yr,1085.66,638,48,835,76.41,1
45,8905199049231,GaN Charger 65W,522.63,154,-22,291,52.92,1
46,4002633552594,Mixed Fruit Juice 200ml,124.99,647,-37,782,82.74,1
46,4008961891381,Paneer Bhurji Mix 50g,1188.56,567,34,840,67.50,1
46,4006818683813,Cooling Rack Wire,294.73,554,-37,839,66.03,0
46,3004536792313,Boning Knife 15cm,952.73,587,45,647,90.73,1
46,8705829978883,Arch Support Insole,259.24,599,-29,608,98.52,1
46,8702046000243,Tumbling Track 3m,547.59,473,-25,757,62.48,0
47,5004699883901,Flaxseeds 200g,295.09,465,18,530,87.74,0
47,5006596145311,Cream 200ml,375.95,148,20,704,21.02,1
47,5009924172577,Namkeen Mix 200g,423.71,188,-35,201,93.53,0
47,6905895811400,Eyebrow Pencil,35.69,472,31,942,50.11,0
47,6904850741714,Panty Liner 20pcs,682.01,205,-26,923,22.21,0
47,5602758913783,Courier Bag 12x16 10pcs,318.05,425,28,691,61.51,1
48,8908502110178,Nail File,55.64,171,2,700,24.43,0
48,4009723386251,Camera Lens Clip,433.31,365,-14,796,45.85,1
48,8909588796355,Ethernet Cable 5m,76.31,435,-46,774,56.20,0
48,8909271868086,Textured Soy Protein 200g,187.10,630,44,698,90.26,0
48,5603191078916,Mixed Fruit Jam 200g,56.03,115,45,916,12.55,0
48,8902100978970,Cornflake Chiwda 200g,671.97,180,28,746,24.13,1
48,8701248828815,Brush Pen Set 10pcs,56.83,341,-26,958,35.59,0
49,4008310611660,Dry Mango Powder 50g,315.36,220,-3,450,48.89,0
49,8005841875833,Scissors 8inch,77.73,168,26,391,42.97,0
49,3006355043188,Gua Sha Stone,282.96,210,-35,218,96.33,0
49,5005617501143,Glucose Powder 200g,51.83,590,-16,592,99.66,0
49,3001105516950,Knee Immobilizer M,207.13,712,-7,740,96.22,1
50,3007043931725,Activated Charcoal Capsules 30caps,64.09,266,44,474,56.12,1
50,5004797796950,Sherwani M,555.27,119,-48,995,11.96,1
50,8701870044584,Kids Jeans 6yr,1086.50,121,-32,708,17.09,0
51,4004245793280,Webcam 1080p,243.90,109,-6,246,44.31,1
51,3007943573667,Lice Treatment Shampoo 100ml,288.06,267,33,311,85.85,1
52,3002239813595,Dark Chocolate 72% 100g,246.42,520,-4,972,53.50,1
52,8909206180382,Hyaluronic Acid Serum 30ml,345.14,323,-14,943,34.25,0
52,4002744079409,Cervical Collar Soft,363.67,216,45,498,43.37,1
53,5001987746306,Socks Thermal 2pack,180.40,270,-24,492,54.88,1
53,6903889512913,Tennis Ball 3pack,129.43,337,10,571,59.02,0
53,4009543978407,Mascara 10ml,450.93,262,-30,629,41.65,1
53,4001940325631,Furniture Wax 200g,630.05,144,-41,611,23.57,0
53,5008245523976,Palazzo Pants M,1161.01,171,-43,716,23.88,0
54,8009911092175,Oven Cleaner 500ml,488.35,135,-37,368,36.68,0
54,3006525859458,Cough Drops Honey Lemon 18pcs,208.17,818,-15,960,85.21,1
55,8901291725936,Foot Cream 50g,113.98,321,19,361,88.92,1
55,8001290738002,Screen Protector 6.5inch,137.01,159,-13,550,28.91,1
55,5002682205907,Dried Prune 200g,408.40,146,45,208,70.19,0
55,5603323951018,Balsamic Vinegar 250ml,734.20,846,-37,862,98.14,1
56,8905858746488,Cream Crackers 200g,331.27,355,20,495,71.72,1
56,4007750368400,Insect Repellent 200ml,348.29,679,12,727,93.40,0
56,6906654437817,Surgical Gloves M 10pcs,147.09,101,-2,211,47.87,0
56,5608234559551,Achar Masala 100g,174.39,514,26,818,62.84,1
56,4007323283925,Darjeeling Tea 100g,59.84,796,16,980,81.22,0
56,8007115540430,Stretch Film Wrap,704.60,316,-28,869,36.36,1
56,6901672768929,Cardigan Knit M,791.11,206,47,998,20.64,1
57,8007516653920,Aloo Bhujia 200g,782.01,192,21,629,30.52,0
57,8002507792299,Coconut Ladoo 200g,336.64,458,17,969,47.27,1
57,5603980507542,Styling Gel 100g,562.54,370,-41,444,83.33,1
57,8707665979505,Basting Brush Silicone,432.40,239,13,424,56.37,0
58,5004856454739,Besan 500g,284.79,911,-11,987,92.30,1
58,8905101842349,Microphone USB Desk,1905.03,542,-28,598,90.64,0
58,8004733438224,Steel Glass 300ml,389.52,529,-47,640,82.66,1
58,8707671276735,Hair Clay 50g,708.06,485,-10,766,63.32,0
58,8907911825635,Beard Balm 60g,732.49,198,-13,427,46.37,1
58,8701204582218,Wristwatch Analog Men,325.01,360,-40,558,64.52,0
59,8005006648586,Cotton T-Shirt L,1144.26,448,27,477,93.92,1
59,8902863319669,Dupatta Chiffon,144.27,592,-37,609,97.21,0
59,8908362293530,Dumbbell 2kg Pair,149.18,298,-5,605,49.26,0
59,8707668092928,Amchur Powder 50g,525.66,219,-12,227,96.48,0
59,8708412750958,Star Anise 25g,330.84,210,-3,326,64.42,0
59,3004527798232,Snickers 50g,429.88,220,-50,352,62.50,0
59,6907434582932,Bluetooth Receiver,354.03,292,-16,374,78.07,1
60,8909099974709,Elbow Pad Pair,356.02,145,26,333,43.54,1
60,3009271510178,Bluetooth Transmitter,119.03,320,11,612,52.29,0
61,8907281765074,Chana Dal 500g,128.29,748,20,807,92.69,1
61,3005326260920,Baby Onesie 0-3m,568.11,212,-44,324,65.43,0
62,5004021869757,Ear Wax Drops 10ml,179.95,261,-11,356,73.31,1
62,8901248902076,Buckwheat 500g,337.91,248,32,944,26.27,0
62,3009441662881,Almond Butter 250g,773.43,593,30,848,69.93,0
62,5003366309751,Makhana Roasted 100g,102.86,381,-34,612,62.25,1
62,8702146740223,Niacinamide Serum 30ml,218.95,105,5,740,14.19,1
62,8708422076062,Desk Calendar 2025,344.22,405,48,517,78.34,1
62,8009523396258,Binding Comb 10mm 25pcs,32.43,174,-8,952,18.28,1
63,8902407700908,Face Scrub 50g,350.70,400,5,470,85.11,0
63,4009312521308,Pasta Sauce 400g,129.86,547,28,714,76.61,1
63,8909626951920,Vegetable Juice 500ml,147.95,372,10,914,40.70,0
63,5606094853802,Hair Wax 50g,456.02,651,16,674,96.59,0
63,5009840722917,Magnesium 300mg 30tabs,677.91,163,47,453,35.98,1
64,8904747498989,Kabuli Chana 500g,268.36,404,45,475,85.05,1
64,8908968783510,B-Complex 30tabs,66.57,371,28,403,92.06,0
64,8905259899615,Millets Mix 500g,712.55,216,-45,217,99.54,0
64,8907690436596,Stretch Mark Cream 100g,509.35,476,14,642,74.14,1
64,6909880091006,Biodegradable Cutlery Set 10pcs,788.51,354,10,486,72.84,0
65,6902104446408,Disinfectant Spray 500ml,266.03,858,-6,995,86.23,1
65,6903087235478,Halwa Mix 200g,97.23,440,50,659,66.77,0
65,8008901985985,Alum Block 100g,194.51,102,-24,725,14.07,1
65,5602160361240,Whiteboard 2x3ft,697.10,261,-24,300,87.00,0
66,4004029300871,Asafoetida 10g,201.93,181,46,550,32.91,1
66,8909800917506,Tawa 28cm,533.08,403,-17,789,51.08,1
66,6905651575294,Diaper Rash Cream 50g,528.72,487,-31,613,79.45,0
67,8901169617707,Jar Opener,24.94,400,14,464,86.21,0
67,6901777511703,Charcoal Stick Set,776.37,308,-17,323,95.36,0
67,5003456395633,Speed Hurdles Set 5,510.30,147,13,231,63.64,0
68,8905048363952,Sports Towel,342.76,467,-38,594,78.62,1
68,5608070189547,Watermelon Juice 500ml,151.47,377,-47,512,73.63,1
68,8905142308521,Sanitary Pads Regular 10pcs,584.92,117,-20,372,31.45,1
68,6902200463101,Tablet Stand Adjustable,1539.13,746,-12,767,97.26,0
69,8006324530331,Giloy Powder 100g,780.71,421,-21,656,64.18,1
69,8907272106510,Trouser Hanger 5pcs,1303.06,616,-27,633,97.31,1
70,8909589509299,Oats 500g,235.15,207,19,827,25.03,1
70,6901814860863,Cotton T-Shirt S,1293.33,787,-21,972,80.97,1
70,5001250767038,Lumbar Support Belt M,96.65,255,25,464,54.96,1
70,8004141988014,Watercolour Pan Set 24pcs,628.91,205,25,393,52.16,1
70,5009385134886,Sunglasses UV400,502.79,734,-39,937,78.34,1
71,5605439018746,Peanut Butter Cup 42g,172.87,574,20,703,81.65,0
71,6906999077129,File Cabinet Organiser 5-tier,227.63,282,-1,445,63.37,0
71,8006242298757,Tote Bag Canvas,1153.73,582,30,960,60.62,0
72,4007993778684,After Shave Lotion 100ml,275.13,234,9,541,43.25,0
72,8904162461926,Steel Dinner Plate,365.87,184,42,617,29.82,0
72,5004741835957,Chess Set Wooden,459.76,101,6,318,31.76,0
73,5001752588728,Toilet Cleaner 500ml,468.63,144,49,443,32.51,1
73,4005193817127,Tissue Box 200pcs,508.15,373,38,477,78.20,0
73,8005099433786,Cricket Bat Kashmir Willow,332.51,409,-44,786,52.04,1
74,4005630198192,Under-Bed Storage Box,405.67,261,25,334,78.14,0
74,6906591077183,Turmeric Curcumin 60caps,333.76,156,-44,446,34.98,0
75,4005543221079,Coconut Oil 500ml,301.64,287,-40,597,48.07,1
75,5006819914816,Grape Juice 1L,118.53,237,-1,257,92.22,0
75,5003508138775,CC Cream 30ml,284.07,174,-22,954,18.24,1
75,3007611373919,Oxygen Bleach 500g,215.76,643,-43,717,89.68,0
75,5008757805874,Essential Oil Peppermint 10ml,88.10,201,-31,205,98.05,0
75,8009174840452,HDMI Switch 3-port,686.52,152,30,256,59.38,1
75,6905261131545,Candy Thermometer,142.03,432,-2,927,46.60,0
75,6902443763693,Golf Ball 6pcs,582.25,266,-1,565,47.08,1
76,8008328692534,Hair Oil 200ml,410.44,203,-33,218,93.12,1
76,8006409033955,Permanent Marker Black,330.17,371,-40,708,52.40,0
76,6909166055012,USB Hub 4-port,556.36,539,-47,932,57.83,1
76,5001927764209,Spice Box 7-compartment,149.68,649,23,690,94.06,1
76,6907075882941,Payasam Mix 100g,472.28,489,-15,894,54.70,0
76,5602412483157,Ovaltine 500g,48.47,357,-14,595,60.00,0
76,3009832045729,Limescale Remover 500ml,341.61,154,45,508,30.31,1
77,8005240448461,Bournvita 500g,132.63,162,-19,567,28.57,1
77,8701871496320,Apple Cider Drink 500ml,76.04,297,-21,337,88.13,1
77,3006574063462,Retinol Serum 30ml,310.56,604,49,718,84.12,1
77,3001841548772,Lip Scrub 15g,632.09,432,1,956,45.19,1
77,5607517410459,Stamp Set Alphabet,560.24,127,0,241,52.70,0
77,5001508349795,Table Tennis Net Set,778.47,335,32,367,91.28,1
78,6905629768604,Basmati Rice 1kg,206.48,342,28,546,62.64,1
78,8905565069443,Energy Drink 250ml,467.04,370,-36,679,54.49,1
78,3006432260804,Moongphali Chikki 100g,786.38,833,21,865,96.30,0
79,8005150163331,Pyjama Set M,36.24,133,-25,247,53.85,1
79,3009409933985,Pain Relief Patch 5pcs,758.25,135,-45,613,22.02,0
80,8902575861562,Paneer 200g,482.89,453,-23,733,61.80,1
80,6908756748525,Peppermint Tea 20bags,874.96,426,-30,734,58.04,1
81,6903296248856,Maida 1kg,367.79,499,49,571,87.39,0
81,8901117005532,Jalebi Mix 200g,606.49,271,-35,551,49.18,1
81,4003851957635,Mothballs 100g,550.27,228,-44,516,44.19,1
81,5608924474164,Address Label Sheet A4,1568.27,235,-12,281,83.63,1
82,8006379138780,Extension Board 4-socket,35.39,249,41,941,26.46,1
82,8902924846790,Cone Markers 20pcs,600.66,312,-24,652,47.85,1
83,5007295351997,Body Butter 100g,256.12,880,-26,882,99.77,0
83,8704448900060,Desk Organiser,245.88,201,27,549,36.61,0
83,8908127110683,Maxi Dress M,1814.18,216,3,759,28.46,0
84,6909441350757,Cumin Seeds 100g,152.78,296,-21,714,41.46,0
84,8901201517569,Dark Chocolate 100g,194.59,289,26,750,38.53,1
84,5602989753851,Compression Storage Bag 2pcs,1115.89,201,-37,218,92.20,1
84,6908344413118,Windcheater Jacket M,4441.01,812,-25,985,82.44,1
87,6902208826618,Honey 250g,274.15,306,33,968,31.61,0
87,5009101820659,Face Mask 50g,166.32,141,-32,294,47.96,1
87,6908106506805,Ear Drops 10ml,72.67,241,-33,284,84.86,1
87,6905035990217,Can Opener,5.38,143,4,238,60.08,0
87,8706005682792,Micellar Water 200ml,195.10,118,-41,576,20.49,1
87,8704915615565,Blood Glucose Monitor,31930.39,761,-19,992,76.71,1
88,5602177887191,Ginger Extract 30caps,103.16,539,49,765,70.46,0
88,8906078843223,Jogger Pants M,1074.19,162,-37,353,45.89,0
88,5608183079551,Hydration Bladder 2L,483.66,175,-44,750,23.33,0
89,8909194189138,Roll-on Deodorant 50ml,481.34,315,-16,429,73.43,1
89,8909972482789,Shaving Cream 60g,201.64,447,4,991,45.11,0
89,5608068458495,Smart Plug WiFi,674.93,405,-31,610,66.39,0
89,5603986969030,Bulletin Board Cork 2x3ft,588.96,334,5,416,80.29,0
89,6908062476648,Resistance Tube Set,403.70,398,21,894,44.52,0
89,3009638470947,Cricket Gloves Batting,210.10,382,-5,948,40.30,0
90,5005480158628,Moisturizer 50ml,186.93,144,-3,236,61.02,0
90,8909093882178,Dustpan Set,565.87,337,-31,779,43.26,1
90,4008029578827,Whiteboard Marker Red,205.26,126,-49,665,18.95,0
90,5007748274392,Salwar Kameez S,458.52,371,-41,390,95.13,0
90,6906671626492,NVMe SSD 256GB,4854.50,319,-37,761,41.92,1
90,8004122911710,Sandwich Maker Grill,260.23,278,-41,599,46.41,0
90,8009777278065,Serving Tongs 25cm,650.24,494,-39,693,71.28,0
91,4008841399976,Pull-up Bar Doorway,161.39,165,12,625,26.40,0
91,5609656678677,Peanut Butter 350g,303.73,366,1,438,83.56,0
91,8906427055857,Pomegranate Juice 1L,146.05,142,27,885,16.05,0
91,5607490165216,Sunscreen SPF30 PA++ 50ml,472.20,909,-38,919,98.91,1
92,8902767370292,Glass Cleaner 500ml,385.06,276,3,373,73.99,1
92,5007165679299,Knife Chef 8inch,381.13,246,12,620,39.68,1
92,4008529128577,BCAA 200g,515.02,111,-14,284,39.08,1
92,5004489577447,Multigrain Atta 5kg,74.41,613,-33,622,98.55,1
92,8004515346310,VGA to HDMI Adapter,418.46,810,22,840,96.43,0
92,4005279402049,Journal Dotted A5,771.22,660,44,842,78.38,0
93,5008742403702,Eraser White,37.21,174,-6,641,27.15,1
93,4005010104331,Sticky Notes 3x3,27.89,106,27,298,35.57,0
93,4005071440584,Food Chopper 500ml,338.21,206,46,580,35.52,0
94,8907599657481,Butter 100g,301.49,271,33,790,34.30,1
94,8905305633712,Lemon Squash 750ml,106.67,171,-31,352,48.58,1
94,5005454799314,Ball Point Pen Blue,41.68,216,35,534,40.45,1
94,8002154492580,Burn Gel 20g,265.89,413,39,475,86.95,0
94,5003437984726,Bajra 500g,195.15,134,-40,749,17.89,0
94,8901520844810,Mustard Sauce 200g,141.30,495,32,856,57.83,0
95,3008443453442,Worcestershire Sauce 150ml,52.96,163,25,290,56.21,1
95,5601924701940,Thandai Premix 200g,295.13,129,-38,553,23.33,1
97,8001466309210,Dates 200g,539.61,245,11,259,94.59,1
97,6904541980415,Paper Clips 100pcs,432.73,191,-45,716,26.68,1
97,4005592249987,Dried Apricot 100g,649.02,341,26,742,45.96,0
